x_CNCS_para, u_arr_CNCS_para,bound_arr_CNCS_para, spacing_arr_CNCS_para
0.4160,0.0000,0.0000,1024.0000
0.4170,0.0000,0.0000,1024.0000
0.4180,0.0000,0.0000,1024.0000
0.4189,0.0000,0.0000,1024.0000
0.4199,0.0000,0.0000,1024.0000
0.4209,0.0000,0.0000,1024.0000
0.4219,0.0000,0.0000,1024.0000
0.4229,0.0000,0.0000,1024.0000
0.4238,0.0000,0.0000,1024.0000
0.4248,0.0000,0.0000,1024.0000
0.4258,0.0000,0.0000,1024.0000
0.4268,0.0000,0.0000,1024.0000
0.4277,0.0000,0.0000,1024.0000
0.4287,0.0000,0.0000,1024.0000
0.4297,0.0000,0.0000,1024.0000
0.4307,0.0000,0.0000,1024.0000
0.4316,0.0000,0.0000,1024.0000
0.4326,0.0000,0.0000,1024.0000
0.4336,0.0000,0.0000,1024.0000
0.4346,0.0000,0.0000,1024.0000
0.4355,0.0000,0.0000,1024.0000
0.4365,0.0000,0.0000,1024.0000
0.4375,0.0000,0.0000,1024.0000
0.4385,0.0000,0.0000,1024.0000
0.4395,0.0000,0.0000,1024.0000
0.4404,0.0000,0.0000,1024.0000
0.4414,0.0000,0.0000,1024.0000
0.4424,0.0000,0.0000,1024.0000
0.4434,0.0000,0.0000,1024.0000
0.4443,0.0000,0.0000,1024.0000
0.4453,0.0000,0.0000,1024.0000
0.4463,0.0000,0.0000,1024.0000
0.4473,0.0000,0.0000,1024.0000
0.4482,0.0000,0.0000,1024.0000
0.4492,0.0000,0.0000,1024.0000
0.4502,0.0000,0.0000,1024.0000
0.4512,0.0000,0.0000,1024.0000
0.4521,0.0000,0.0000,1024.0000
0.4531,0.0000,0.0000,1024.0000
0.4541,0.0000,0.0000,1024.0000
0.4551,0.0000,0.0000,1024.0000
0.4561,0.0000,0.0000,1024.0000
0.4570,0.0000,0.0000,1024.0000
0.4580,0.0000,0.0000,1024.0000
0.4590,0.0000,0.0000,1024.0000
0.4600,0.0000,0.0000,1024.0000
0.4609,0.0000,0.0000,1024.0000
0.4619,0.0000,0.0000,1024.0000
0.4629,0.0000,0.0000,1024.0000
0.4639,0.0000,0.0000,1024.0000
0.4648,0.0000,0.0000,1024.0000
0.4658,0.0000,0.0000,1024.0000
0.4668,0.0000,0.0000,1024.0000
0.4678,0.0000,0.0000,1024.0000
0.4688,0.0000,0.0000,1024.0000
0.4697,0.0000,0.0000,1024.0000
0.4707,0.0000,0.0000,1024.0000
0.4717,0.0000,0.0000,1024.0000
0.4727,0.0000,0.0000,1024.0000
0.4736,0.0000,0.0000,1024.0000
0.4746,0.0000,0.0000,1024.0000
0.4756,0.0000,0.0000,1024.0000
0.4766,0.0000,0.0000,1024.0000
0.4775,0.0000,0.0000,1024.0000
0.4785,0.0000,0.0000,1024.0000
0.4795,0.0000,0.0000,1024.0000
0.4805,0.0000,0.0000,1024.0000
0.4814,0.0000,0.0000,1024.0000
0.4824,0.0000,0.0000,1024.0000
0.4834,0.0000,0.0000,1024.0000
0.4844,0.0000,0.0000,1024.0000
0.4854,0.0000,0.0000,1024.0000
0.4863,0.0000,0.0000,1024.0000
0.4873,0.0000,0.0000,1024.0000
0.4883,0.0000,0.0000,1024.0000
0.4893,0.0000,0.0000,1024.0000
0.4902,0.0000,0.0000,1024.0000
0.4912,0.0000,0.0000,1024.0000
0.4922,0.0000,0.0000,1024.0000
0.4932,0.0000,0.0000,1024.0000
0.4941,0.0000,0.0000,1024.0000
0.4951,0.0000,0.0000,1024.0000
0.4961,0.0000,0.0000,1024.0000
0.4971,0.0000,0.0000,1024.0000
0.4980,0.0000,0.0000,1024.0000
0.4990,0.0000,0.0000,1024.0000
0.5000,0.0000,0.0000,512.0000
0.5020,0.0000,0.0000,512.0000
0.5039,0.0000,0.0000,512.0000
0.5059,0.0000,0.0000,512.0000
0.5078,0.0000,0.0000,512.0000
0.5098,0.0000,0.0000,512.0000
0.5117,0.0000,0.0000,512.0000
0.5137,0.0000,0.0000,512.0000
0.5156,0.0000,0.0000,512.0000
0.5176,0.0000,0.0000,512.0000
0.5195,0.0000,0.0000,512.0000
0.5215,0.0000,0.0000,512.0000
0.5234,0.0000,0.0000,512.0000
0.5254,0.0000,0.0000,512.0000
0.5273,0.0000,0.0000,512.0000
0.5293,0.0000,0.0000,512.0000
0.5312,0.0000,0.0000,512.0000
0.5332,0.0000,0.0000,512.0000
0.5352,0.0000,0.0000,512.0000
0.5371,0.0000,0.0000,512.0000
0.5391,0.0000,0.0000,512.0000
0.5410,0.0000,0.0000,512.0000
0.5430,0.0000,0.0000,512.0000
0.5449,0.0000,0.0000,512.0000
0.5469,0.0000,0.0000,512.0000
0.5488,0.0000,0.0000,512.0000
0.5508,0.0000,0.0000,512.0000
0.5527,0.0000,0.0000,512.0000
0.5547,0.0000,0.0000,512.0000
0.5566,0.0000,0.0000,512.0000
0.5586,0.0000,0.0000,512.0000
0.5605,0.0000,0.0000,512.0000
0.5625,0.0000,0.0000,512.0000
0.5645,0.0000,0.0000,512.0000
0.5664,0.0000,0.0000,512.0000
0.5684,0.0000,0.0000,512.0000
0.5703,0.0000,0.0000,512.0000
0.5723,0.0000,0.0000,512.0000
0.5742,0.0000,0.0000,512.0000
0.5762,0.0000,0.0000,512.0000
0.5781,0.0000,0.0000,512.0000
0.5801,0.0000,0.0000,512.0000
0.5820,0.0000,0.0000,512.0000
0.5840,0.0000,0.0000,512.0000
0.5859,0.0000,0.0000,512.0000
0.5879,0.0000,0.0000,512.0000
0.5898,0.0000,0.0000,512.0000
0.5918,0.0000,0.0000,512.0000
0.5938,0.0000,0.0000,512.0000
0.5957,0.0000,0.0000,512.0000
0.5977,0.0000,0.0000,512.0000
0.5996,0.0000,0.0000,512.0000
0.6016,0.0000,0.0000,512.0000
0.6035,0.0000,0.0000,512.0000
0.6055,0.0000,0.0000,512.0000
0.6074,0.0000,0.0000,512.0000
0.6094,0.0000,0.0000,512.0000
0.6113,0.0000,0.0000,512.0000
0.6133,0.0000,0.0000,512.0000
0.6152,0.0000,0.0000,512.0000
0.6172,0.0000,0.0000,512.0000
0.6191,0.0000,0.0000,512.0000
0.6211,0.0000,0.0000,512.0000
0.6230,0.0000,0.0000,512.0000
0.6250,0.0000,0.0000,512.0000
0.6270,0.0000,0.0000,512.0000
0.6289,0.0000,0.0000,512.0000
0.6309,0.0000,0.0000,512.0000
0.6328,0.0000,0.0000,512.0000
0.6348,0.0000,0.0000,512.0000
0.6367,0.0000,0.0000,512.0000
0.6387,0.0000,0.0000,512.0000
0.6406,0.0000,0.0000,512.0000
0.6426,0.0000,0.0000,512.0000
0.6445,0.0000,0.0000,512.0000
0.6465,0.0000,0.0000,512.0000
0.6484,0.0000,0.0000,512.0000
0.6504,0.0000,0.0000,512.0000
0.6523,0.0000,0.0000,512.0000
0.6543,0.0000,0.0000,512.0000
0.6562,0.0000,0.0000,512.0000
0.6582,0.0000,0.0000,512.0000
0.6602,0.0000,0.0000,512.0000
0.6621,0.0000,0.0000,512.0000
0.6641,0.0000,0.0000,512.0000
0.6660,0.0000,0.0000,512.0000
0.6680,0.0000,0.0000,512.0000
0.6699,0.0000,0.0000,512.0000
0.6719,0.0000,0.0000,512.0000
0.6738,0.0000,0.0000,512.0000
0.6758,0.0000,0.0000,512.0000
0.6777,0.0000,0.0000,512.0000
0.6797,0.0000,0.0000,512.0000
0.6816,0.0000,0.0000,512.0000
0.6836,0.0000,0.0000,512.0000
0.6855,0.0000,0.0000,512.0000
0.6875,0.0000,0.0000,512.0000
0.6895,0.0000,0.0000,512.0000
0.6914,0.0000,0.0000,512.0000
0.6934,0.0000,0.0000,512.0000
0.6953,0.0000,0.0000,512.0000
0.6973,0.0000,0.0000,512.0000
0.6992,0.0000,0.0000,512.0000
0.7012,0.0000,0.0000,512.0000
0.7031,0.0000,0.0000,512.0000
0.7051,0.0000,0.0000,512.0000
0.7070,0.0000,0.0000,512.0000
0.7090,0.0000,0.0000,512.0000
0.7109,0.0000,0.0000,512.0000
0.7129,0.0000,0.0000,512.0000
0.7148,0.0000,0.0000,512.0000
0.7168,0.0000,0.0000,512.0000
0.7188,0.0000,0.0000,512.0000
0.7207,0.0000,0.0000,512.0000
0.7227,0.0000,0.0000,512.0000
0.7246,0.0000,0.0000,512.0000
0.7266,0.0000,0.0000,512.0000
0.7285,0.0000,0.0000,512.0000
0.7305,0.0000,0.0000,512.0000
0.7324,0.0000,0.0000,512.0000
0.7344,0.0000,0.0000,512.0000
0.7363,0.0000,0.0000,512.0000
0.7383,0.0000,0.0000,512.0000
0.7402,0.0000,0.0000,512.0000
0.7422,0.0000,0.0000,512.0000
0.7441,0.0000,0.0000,512.0000
0.7461,0.0000,0.0000,512.0000
0.7480,0.0000,0.0000,512.0000
0.7500,0.0000,0.0000,512.0000
0.7520,0.0000,0.0000,512.0000
0.7539,0.0000,0.0000,512.0000
0.7559,0.0000,0.0000,512.0000
0.7578,0.0000,0.0000,512.0000
0.7598,0.0000,0.0000,512.0000
0.7617,0.0000,0.0000,512.0000
0.7637,0.0000,0.0000,512.0000
0.7656,0.0000,0.0000,512.0000
0.7676,0.0000,0.0000,512.0000
0.7695,0.0000,0.0000,512.0000
0.7715,0.0000,0.0000,512.0000
0.7734,0.0000,0.0000,512.0000
0.7754,0.0000,0.0000,512.0000
0.7773,0.0000,0.0000,512.0000
0.7793,0.0000,0.0000,512.0000
0.7812,0.0000,0.0000,512.0000
0.7832,0.0000,0.0000,512.0000
0.7852,0.0000,0.0000,512.0000
0.7871,0.0000,0.0000,512.0000
0.7891,0.0000,0.0000,512.0000
0.7910,0.0000,0.0000,512.0000
0.7930,0.0000,0.0000,512.0000
0.7949,0.0000,0.0000,512.0000
0.7969,0.0000,0.0000,512.0000
0.7988,0.0000,0.0000,512.0000
0.8008,0.0000,0.0000,512.0000
