0,0.012758
9.7656e-05,0.013976
0.00019531,0.018961
0.00029297,0.033387
0.00039063,0.036184
0.00048828,0.03655
0.00058594,0.037497
0.00068359,0.038455
0.00078125,0.032289
0.00087891,0.033439
0.00097656,0.03449
0.0010742,0.035543
0.0011719,0.036663
0.0012695,0.033051
0.0013672,0.034009
0.0014648,0.035035
0.0015625,0.036037
0.0016602,0.035415
0.0017578,0.035306
0.0018555,0.034844
0.0019531,0.035718
0.0020508,0.035844
0.0021484,0.035778
0.0022461,0.035636
0.0023438,0.035752
0.0024414,0.035907
0.0025391,0.036041
0.0026367,0.036208
0.0027344,0.036017
0.002832,0.036119
0.0029297,0.036261
0.0030273,0.036375
0.003125,0.036522
0.0032227,0.036312
0.0033203,0.036402
0.003418,0.036537
0.0035156,0.036636
0.0036133,0.036769
0.0037109,0.036555
0.0038086,0.036631
0.0039063,0.036751
0.0040039,0.036846
0.0041016,0.03698
0.0041992,0.036742
0.0042969,0.036816
0.0043945,0.036933
0.0044922,0.037024
0.0045898,0.037149
0.0046875,0.036903
0.0047852,0.036982
0.0048828,0.037091
0.0049805,0.037176
0.0050781,0.037307
0.0051758,0.037061
0.0052734,0.037128
0.0053711,0.037235
0.0054687,0.037324
0.0055664,0.037443
0.0056641,0.037189
0.0057617,0.037261
0.0058594,0.037366
0.005957,0.037455
0.0060547,0.037577
0.0061523,0.037313
0.00625,0.037386
0.0063477,0.037493
0.0064453,0.037578
0.006543,0.037698
0.0066406,0.037433
0.0067383,0.037505
0.0068359,0.037609
0.0069336,0.037695
0.0070312,0.037813
0.0071289,0.03755
0.0072266,0.037619
0.0073242,0.037724
0.0074219,0.037809
0.0075195,0.037926
0.0076172,0.037656
0.0077148,0.037728
0.0078125,0.037833
0.0079102,0.03792
0.0080078,0.038035
0.0081055,0.037763
0.0082031,0.037835
0.0083008,0.037939
0.0083984,0.038024
0.0084961,0.03814
0.0085937,0.037866
0.0086914,0.037938
0.0087891,0.038042
0.0088867,0.038127
0.0089844,0.038242
0.009082,0.037966
0.0091797,0.038039
0.0092773,0.038142
0.009375,0.038229
0.0094727,0.038344
0.0095703,0.038067
0.009668,0.03814
0.0097656,0.038243
0.0098633,0.038328
0.0099609,0.038443
0.010059,0.038165
0.010156,0.038238
0.010254,0.038341
0.010352,0.038426
0.010449,0.03854
0.010547,0.038261
0.010645,0.038334
0.010742,0.038437
0.01084,0.038522
0.010937,0.038635
0.011035,0.038356
0.011133,0.038431
0.01123,0.038533
0.011328,0.038618
0.011426,0.038731
0.011523,0.03845
0.011621,0.038524
0.011719,0.038626
0.011816,0.038711
0.011914,0.038823
0.012012,0.038542
0.012109,0.038616
0.012207,0.038718
0.012305,0.038802
0.012402,0.038915
0.0125,0.038633
0.012598,0.038708
0.012695,0.038809
0.012793,0.038893
0.012891,0.039006
0.012988,0.038724
0.013086,0.038798
0.013184,0.038899
0.013281,0.038983
0.013379,0.039094
0.013477,0.038813
0.013574,0.038887
0.013672,0.038987
0.01377,0.039071
0.013867,0.039182
0.013965,0.0389
0.014062,0.038974
0.01416,0.039074
0.014258,0.039158
0.014355,0.039269
0.014453,0.038988
0.014551,0.039062
0.014648,0.039161
0.014746,0.039245
0.014844,0.039355
0.014941,0.039073
0.015039,0.039147
0.015137,0.039246
0.015234,0.03933
0.015332,0.039439
0.01543,0.039158
0.015527,0.039231
0.015625,0.03933
0.015723,0.039414
0.01582,0.039523
0.015918,0.039242
0.016016,0.039315
0.016113,0.039414
0.016211,0.039498
0.016309,0.039606
0.016406,0.039325
0.016504,0.039398
0.016602,0.039496
0.016699,0.03958
0.016797,0.039687
0.016895,0.039407
0.016992,0.03948
0.01709,0.039578
0.017187,0.039661
0.017285,0.039768
0.017383,0.039488
0.01748,0.039561
0.017578,0.039658
0.017676,0.039741
0.017773,0.039848
0.017871,0.039568
0.017969,0.039642
0.018066,0.039738
0.018164,0.039821
0.018262,0.039927
0.018359,0.039648
0.018457,0.039721
0.018555,0.039817
0.018652,0.039899
0.01875,0.040005
0.018848,0.039726
0.018945,0.039799
0.019043,0.039895
0.019141,0.039978
0.019238,0.040083
0.019336,0.039804
0.019434,0.039877
0.019531,0.039973
0.019629,0.040055
0.019727,0.04016
0.019824,0.039882
0.019922,0.039954
0.02002,0.04005
0.020117,0.040131
0.020215,0.040235
0.020313,0.039958
0.02041,0.04003
0.020508,0.040125
0.020605,0.040207
0.020703,0.04031
0.020801,0.040033
0.020898,0.040106
0.020996,0.040201
0.021094,0.040282
0.021191,0.040385
0.021289,0.040109
0.021387,0.040181
0.021484,0.040275
0.021582,0.040356
0.02168,0.040459
0.021777,0.040183
0.021875,0.040255
0.021973,0.040349
0.02207,0.04043
0.022168,0.040532
0.022266,0.040257
0.022363,0.040329
0.022461,0.040423
0.022559,0.040503
0.022656,0.040605
0.022754,0.040331
0.022852,0.040402
0.022949,0.040495
0.023047,0.040575
0.023145,0.040677
0.023242,0.040403
0.02334,0.040474
0.023438,0.040567
0.023535,0.040647
0.023633,0.040748
0.02373,0.040475
0.023828,0.040546
0.023926,0.040638
0.024023,0.040718
0.024121,0.040818
0.024219,0.040546
0.024316,0.040617
0.024414,0.040709
0.024512,0.040788
0.024609,0.040889
0.024707,0.040617
0.024805,0.040688
0.024902,0.040779
0.025,0.040858
0.025098,0.040958
0.025195,0.040687
0.025293,0.040758
0.025391,0.040849
0.025488,0.040927
0.025586,0.041027
0.025684,0.040757
0.025781,0.040827
0.025879,0.040918
0.025977,0.040997
0.026074,0.041096
0.026172,0.040826
0.02627,0.040896
0.026367,0.040987
0.026465,0.041065
0.026563,0.041163
0.02666,0.040895
0.026758,0.040964
0.026855,0.041055
0.026953,0.041133
0.027051,0.041231
0.027148,0.040963
0.027246,0.041032
0.027344,0.041122
0.027441,0.0412
0.027539,0.041297
0.027637,0.041031
0.027734,0.0411
0.027832,0.041189
0.02793,0.041267
0.028027,0.041364
0.028125,0.041098
0.028223,0.041167
0.02832,0.041256
0.028418,0.041333
0.028516,0.04143
0.028613,0.041164
0.028711,0.041233
0.028809,0.041322
0.028906,0.041399
0.029004,0.041495
0.029102,0.041231
0.029199,0.041299
0.029297,0.041388
0.029395,0.041464
0.029492,0.04156
0.02959,0.041296
0.029688,0.041365
0.029785,0.041453
0.029883,0.041529
0.02998,0.041625
0.030078,0.041361
0.030176,0.04143
0.030273,0.041517
0.030371,0.041593
0.030469,0.041689
0.030566,0.041426
0.030664,0.041494
0.030762,0.041582
0.030859,0.041658
0.030957,0.041753
0.031055,0.041491
0.031152,0.041559
0.03125,0.041646
0.031348,0.041721
0.031445,0.041816
0.031543,0.041555
0.031641,0.041622
